movie,movie_title,year,genreFirst,directorFirst
http://www.wikidata.org/entity/Q471911,Честь дракона,2005,боевик,Прачия Пинкаю
http://www.wikidata.org/entity/Q1809958,Ноториус,2009,фильм-биография,Джордж Тиллман мл.
http://www.wikidata.org/entity/Q1194165,"Гость (фильм, 1995)",1995,кинокомедия,Рэндолл Миллер
http://www.wikidata.org/entity/Q1105584,Код 46,2003,фильм-драма,Майкл Уинтерботтом
http://www.wikidata.org/entity/Q2622963,Крик: Последняя глава,2001,фильм ужасов,Дэвид Де Кото
http://www.wikidata.org/entity/Q645169,Вид сверху лучше,2003,романтическая комедия,"Баррету, Бруну"
http://www.wikidata.org/entity/Q1768470,Большие спорщики,2007,фильм-драма,Дензел Вашингтон
http://www.wikidata.org/entity/Q1655288,Я плюю на ваши могилы,2010,криминальный фильм,Стивен Р. Монро
http://www.wikidata.org/entity/Q23823461,Персональный покупатель,2017,фильм-драма,Оливье Ассаяс
http://www.wikidata.org/entity/Q18070423,Свадьба по доверенности,1963,мелодрама,Атеф Салем
http://www.wikidata.org/entity/Q5957665,Мухаммед: посланник Всевышнего,2015,фильм-биография,"Маджиди, Маджид"
http://www.wikidata.org/entity/Q4354546,Тирза,2010,экранизация,"Берг, Рудольф ван ден"
http://www.wikidata.org/entity/Q1758089,Ромео и Джульетта,2013,фильм-драма,Карло Карлеи
http://www.wikidata.org/entity/Q603263,Настоящее мужество,1969,экранизация,"Хэтэуэй, Генри"
http://www.wikidata.org/entity/Q4156475,Девушка с гитарой,1958,кинокомедия,Александр Михайлович Файнциммер
http://www.wikidata.org/entity/Q830558,Человек-зверь,1938,экранизация,"Ренуар, Жан"
http://www.wikidata.org/entity/Q2349035,Влияние гамма-лучей на поведение маргариток,1972,фильм-драма,"Ньюман, Пол"
http://www.wikidata.org/entity/Q1123891,Братство волка,2001,фэнтезийный фильм,Кристоф Ган
http://www.wikidata.org/entity/Q3228157,Насилие вампира,1968,фильм ужасов,Жан Роллен
http://www.wikidata.org/entity/Q4503399,Цвет белого снега,1970,мелодрама,"Васильев, Анатолий Исаакович"
http://www.wikidata.org/entity/Q327681,Догвилль,2003,фильм-драма,Ларс фон Триер
http://www.wikidata.org/entity/Q533321,Неразгаданное,2005,фильм-драма,Мейерт Эйвис
http://www.wikidata.org/entity/Q646806,Гонки «Пушечное ядро» 2,1984,боевик,Хэл Нидем
http://www.wikidata.org/entity/Q115993,Вторжение: Битва за рай,2010,боевик,Стюарт Битти
http://www.wikidata.org/entity/Q12137198,Наводнение,1994,фильм-драма,"Минаев, Игорь Евгеньевич"
http://www.wikidata.org/entity/Q1382263,Все в выигрыше,1990,фильм-драма,"Рейш, Карел"
http://www.wikidata.org/entity/Q2320191,Долгий день уходит в ночь,1962,фильм-драма,"Люмет, Сидни"
http://www.wikidata.org/entity/Q587669,Стерео,1969,научно-фантастический фильм,Дэвид Кроненберг
http://www.wikidata.org/entity/Q584766,Любовь по правилам и без,2004,комедийная драма,Нэнси Мейерс
http://www.wikidata.org/entity/Q780428,Приключения Али-Бабы и сорока разбойников,1980,фильм-драма,Умеш Мехра
http://www.wikidata.org/entity/Q17586651,Взгляд тишины,2015,документальный фильм,"Оппенхаймер, Джошуа"
http://www.wikidata.org/entity/Q838154,Мой кузен Винни,1992,фильм о судебном процессе,"Линн, Джонатан"
http://www.wikidata.org/entity/Q2667340,Который час?,1989,кинокомедия,"Скола, Этторе"
http://www.wikidata.org/entity/Q1470582,Человек года,2006,фильм-драма,Барри Левинсон
http://www.wikidata.org/entity/Q1679139,Потрошитель,2002,фильм-биография,Мэттью Брайт
http://www.wikidata.org/entity/Q1460394,Бедная богатая девочка,2012,кинокомедия,Джейсон Райтман
http://www.wikidata.org/entity/Q431252,Джеки Браун,1997,фильм-драма,Квентин Тарантино
http://www.wikidata.org/entity/Q1445622,Обманутые надежды,1997,фильм о любви,Субхаш Гхай
http://www.wikidata.org/entity/Q953162,Отчим,1987,фильм ужасов,Джозеф Рубин
http://www.wikidata.org/entity/Q1169942,Урга — территория любви,1991,фильм-драма,Никита Сергеевич Михалков
http://www.wikidata.org/entity/Q26884333,Родные,2016,документальный фильм,"Манский, Виталий Всеволодович"
http://www.wikidata.org/entity/Q886185,Цветы на чердаке,1987,фильм ужасов,Джеффри Блум
http://www.wikidata.org/entity/Q4484461,Филёр (фильм),1987,драма,Роман Гургенович Балаян
http://www.wikidata.org/entity/Q225553,Жервеза,1956,фильм-драма,Рене Клеман
http://www.wikidata.org/entity/Q598338,Кровавая работа,2002,криминальный фильм,Клинт Иствуд
http://www.wikidata.org/entity/Q1213621,Высшая лига (фильм),1989,кинокомедия,Дэвид Уорд
http://www.wikidata.org/entity/Q930372,Камелот,1967,фэнтезийный фильм,"Логан, Джошуа"
http://www.wikidata.org/entity/Q154077,Переступить черту,2005,фильм-биография,Джеймс Мэнголд
http://www.wikidata.org/entity/Q176826,Последний король Шотландии,2006,экранизация,"Макдональд, Кевин (режиссёр)"
http://www.wikidata.org/entity/Q110203,Соучастник,2004,неонуар,"Манн, Майкл"
http://www.wikidata.org/entity/Q4368556,Поезд идёт на восток,1947,кинокомедия,Юлий Яковлевич Райзман
http://www.wikidata.org/entity/Q1466736,Поллок,2000,фильм-биография,Эд Харрис
http://www.wikidata.org/entity/Q3207177,Комната смерти,2007,криминальный фильм,Альфред Лот
http://www.wikidata.org/entity/Q1625927,Брошенная на произвол судьбы (фильм),2009,фильм-драма,Эйтор Далия
http://www.wikidata.org/entity/Q697524,Молодые годы королевы,1954,романтическая комедия,Эрнст Маришка
http://www.wikidata.org/entity/Q17410299,На гребне волны,2016,фильм-ограбление,Эриксон Кор
http://www.wikidata.org/entity/Q3763678,Сюда идут студентки,1945,кинокомедия,Жан Ярбро
http://www.wikidata.org/entity/Q2604872,"Лето, или 27 потерянных поцелуев",2000,фильм-драма,Нана Джорджадзе
http://www.wikidata.org/entity/Q4190966,Зелёный фургон,1983,приключенческий фильм,Александр Павловский
http://www.wikidata.org/entity/Q376885,"Знакомьтесь, Ваша вдова",2003,кинокомедия,Катерин Корсини
http://www.wikidata.org/entity/Q806374,Бэндслэм,2009,кино для подростков,Тодд Графф
http://www.wikidata.org/entity/Q570026,Глобальный Метал,2007,документальный фильм,Сэм Данн
http://www.wikidata.org/entity/Q870666,Изоляция,2006,комедийный фильм ужасов,Кристофер Смит
http://www.wikidata.org/entity/Q1592308,Охотники за головами,2011,триллер,"Тильдум, Мортен"
http://www.wikidata.org/entity/Q270599,Крик 2,1997,комедийный фильм ужасов,"Крэйвен, Уэс"
http://www.wikidata.org/entity/Q1326619,Черепашки-ниндзя II: Тайна изумрудного зелья,1992,фэнтезийный фильм,Майкл Прессман
http://www.wikidata.org/entity/Q2604288,Рэгтайм,1981,фильм-драма,Милош Форман
http://www.wikidata.org/entity/Q933339,Лондонский оборотень,1935,фильм ужасов,Стюарт Уолкер
http://www.wikidata.org/entity/Q198451,Стерва,2001,бадди-муви,Дэннис Дуган
http://www.wikidata.org/entity/Q33148,"Мёртвые, как я: Жизнь после смерти",2009,фэнтезийный фильм,Стивен Херек
http://www.wikidata.org/entity/Q4190044,"Здравствуй, Москва!",1945,музыкальный фильм,"Юткевич, Сергей Иосифович"
http://www.wikidata.org/entity/Q1656994,Наркобарон (фильм),2002,фильм-драма,"Карнахан, Джо"
http://www.wikidata.org/entity/Q337090,Король Артур,2004,боевик,"Фукуа, Антуан"
http://www.wikidata.org/entity/Q1471327,Выкуп,1956,фильм-драма,Алекс Сигал
http://www.wikidata.org/entity/Q771792,Следопыт,2007,приключенческий фильм,"Ниспель, Маркус"
http://www.wikidata.org/entity/Q1542687,Трасса 60,2002,кинокомедия,Боб Гейл
http://www.wikidata.org/entity/Q1888486,Антропофаг,1980,фильм о каннибалах,Джо Д’Амато
http://www.wikidata.org/entity/Q763615,Снежная тюрьма,2012,фильм-драма,"Нэсс, Петтер"
http://www.wikidata.org/entity/Q538438,Свет во тьме,1992,фильм-драма,Дэвид Зельцер
http://www.wikidata.org/entity/Q426631,Таинственный Альберт Ноббс,2013,фильм-драма,Родриго Гарсиа
http://www.wikidata.org/entity/Q15522237,"С любовью, Рози",2014,кинокомедия,Кристиан Диттер
http://www.wikidata.org/entity/Q2082399,Троцкий,1993,фильм-биография,Леонид Георгиевич Марягин
http://www.wikidata.org/entity/Q1140945,Хронос (фильм),1993,фэнтезийный фильм,"Дель Торо, Гильермо"
http://www.wikidata.org/entity/Q3319965,Мой приятель цыган,1959,кинокомедия,Франсуа Гир
http://www.wikidata.org/entity/Q16868676,Смерть в сети,2013,Найденная плёнка,"Донохью, Захарий"
http://www.wikidata.org/entity/Q4127871,Вторая истина,1966,криминальный фильм,Кристиан-Жак
http://www.wikidata.org/entity/Q403830,Меньше чем ноль,1987,фильм-драма,Марек Каневска
http://www.wikidata.org/entity/Q1192655,Письмо из Кремля (фильм),1970,политический триллер,"Хьюстон, Джон"
http://www.wikidata.org/entity/Q13402879,"Две жизни (фильм, 2012)",2012,фильм-драма,Юдит Кауфман
http://www.wikidata.org/entity/Q4273985,"Магистраль (фильм, 1983)",1983,фильм-драма,"Трегубович, Виктор Иванович"
http://www.wikidata.org/entity/Q573837,Сердца,2006,фильм-драма,"Рене, Ален"
http://www.wikidata.org/entity/Q1406079,"Чао, паяц",1983,фильм-драма,Клод Берри
http://www.wikidata.org/entity/Q202029,Дом вверх дном,2003,романтическая комедия,"Шенкман, Адам"
http://www.wikidata.org/entity/Q930392,Верящий в правду,1989,фильм-драма,Джозеф Рубин
http://www.wikidata.org/entity/Q309459,Рай сегодня,2005,драматическая форма,Хани Абу-Ассад
http://www.wikidata.org/entity/Q1110102,Леди Каролина Лэм,1972,фильм-биография,"Болт, Роберт"
http://www.wikidata.org/entity/Q15270799,Наше призвание,1981,комедия,"Полока, Геннадий Иванович"
http://www.wikidata.org/entity/Q543352,Гигантский коготь,1957,фильм ужасов,Фред Ф. Сирс
http://www.wikidata.org/entity/Q254555,Стой! А то мама будет стрелять…,1992,кинокомедия,"Споттисвуд, Роджер"
http://www.wikidata.org/entity/Q331274,Жестокий Шанхай,1941,нуар,"Штернберг, Джозеф фон"
http://www.wikidata.org/entity/Q4188524,Захар Беркут (фильм),1971,драма,"Осыка, Леонид Михайлович"
http://www.wikidata.org/entity/Q18604504,Отряд самоубийц,2016,научно-фантастический фильм,Дэвид Эйер
http://www.wikidata.org/entity/Q21935502,Вторая жизнь Уве,2016,фильм-драма,Ханнес Хольм
http://www.wikidata.org/entity/Q1059164,Гол 2: Жизнь как мечта,2007,спортивный фильм,Жауме Кольет-Серра
http://www.wikidata.org/entity/Q974771,Смертельный друг,1986,экранизация,"Крэйвен, Уэс"
http://www.wikidata.org/entity/Q1182106,"Западня (фильм, 1995)",1995,боевик,Витторио Рамбальди
http://www.wikidata.org/entity/Q1321503,Игры дьявола,2007,фильм-драма,"Люмет, Сидни"
http://www.wikidata.org/entity/Q4428242,Соломенная шляпка,1974,музыкальный фильм,Леонид Александрович Квинихидзе
http://www.wikidata.org/entity/Q389791,Смертельные мысли,1991,детективный фильм,"Рудольф, Алан"
http://www.wikidata.org/entity/Q4174284,Екатерина Воронина (фильм),1957,мелодрама,Исидор Маркович Анненский
http://www.wikidata.org/entity/Q1628524,Страх темноты,2007,фильм ужасов,Чарльз Бёрнс
http://www.wikidata.org/entity/Q1211174,Вальсирующие,1974,кинокомедия,Бертран Блие
http://www.wikidata.org/entity/Q1138425,Нечто из иного мира,1951,фильм ужасов,"Хоукс, Говард"
http://www.wikidata.org/entity/Q1816145,Туманные звёзды Большой Медведицы,1965,фильм-драма,Лукино Висконти
http://www.wikidata.org/entity/Q276299,Дорога перемен,2008,экранизация,Сэм Мендес
http://www.wikidata.org/entity/Q1112620,Помолвка в Цюрихе,1957,кинокомедия,Хельмут Койтнер
http://www.wikidata.org/entity/Q18170385,Saturday Night,2010,документальный фильм,Джеймс Франко
http://www.wikidata.org/entity/Q2288590,Великий герой-любовник,1977,кинокомедия,Джин Уайлдер
http://www.wikidata.org/entity/Q4462895,Три случая убийства,1955,криминальный фильм,Дэвид Иди
http://www.wikidata.org/entity/Q1217922,Босоногая графиня,1954,фильм-драма,"Манкевич, Джозеф Лео"
http://www.wikidata.org/entity/Q1331014,Сахара,2005,экранизация,Брек Айснер
http://www.wikidata.org/entity/Q1415082,Интердевочка,1989,фильм-драма,Пётр Тодоровский
http://www.wikidata.org/entity/Q1348177,Клют,1971,неонуар,Алан Пакула
http://www.wikidata.org/entity/Q286830,"Пятница, 13-е: Новое начало",1985,фильм ужасов,Дэнни Стейнманн
http://www.wikidata.org/entity/Q4527728,Шуми городок,1939,комедия,Николай Фёдорович Садкович
http://www.wikidata.org/entity/Q496266,Шарада,1963,романтическая комедия,Стэнли Донен
http://www.wikidata.org/entity/Q2211357,Дело самоубийцы,1966,шпионский фильм,"Люмет, Сидни"
http://www.wikidata.org/entity/Q3350736,Оливье,1992,фильм-драма,"Холланд, Агнешка"
http://www.wikidata.org/entity/Q919649,Хоббит: Битва Пяти Воинств,2014,боевик,Питер Джексон
http://www.wikidata.org/entity/Q466291,Американский пирог 7: Книга любви,2009,кинокомедия,Джон Путч
http://www.wikidata.org/entity/Q2267828,Трагическая охота,1947,фильм-драма,"Де Сантис, Джузеппе"
http://www.wikidata.org/entity/Q4063918,Амангельды,1938,фильм-драма,"Левин, Моисей Зеликович"
http://www.wikidata.org/entity/Q471976,Хроники Риддика,2004,боевик,Дэвид Туи
http://www.wikidata.org/entity/Q567936,Шлюха,1991,фильм-драма,Кен Расселл
http://www.wikidata.org/entity/Q2528167,Коварство,1973,история взросления,Сальваторе Сампери
http://www.wikidata.org/entity/Q3316293,Ограбление,1967,криминальный фильм,"Кавалье, Ален"
http://www.wikidata.org/entity/Q662779,Под прикрытием,1992,неонуар,Билл Дьюк
http://www.wikidata.org/entity/Q17416710,Тюльпанная лихорадка,2016,экранизация,Джастин Чадвик
http://www.wikidata.org/entity/Q1031821,Канкан,1960,музыкальный фильм,Уолтер Лэнг
http://www.wikidata.org/entity/Q219442,Спеши любить,2002,фильм-драма,"Шенкман, Адам"
http://www.wikidata.org/entity/Q4275209,Мак,1992,фильм-драма,Джон Туртурро
http://www.wikidata.org/entity/Q1619096,Под покровом небес,1990,фильм-драма,Бернардо Бертолуччи
http://www.wikidata.org/entity/Q431793,Сестричка Бетти,2000,криминальный фильм,Нил Лабут
http://www.wikidata.org/entity/Q819538,Стеклянное сердце,1976,фильм-драма,Вернер Херцог
http://www.wikidata.org/entity/Q289469,Бремя белого человека,1995,фильм-драма,Десмонд Накано
http://www.wikidata.org/entity/Q27411,Крик,1996,кинокомедия,"Крэйвен, Уэс"
http://www.wikidata.org/entity/Q1198323,Пассажир дождя,1970,криминальный фильм,Рене Клеман
http://www.wikidata.org/entity/Q3206998,"Калифорния (фильм, 2006)",2006,экранизация,"Фьески, Жак"
http://www.wikidata.org/entity/Q478748,Отпуск по обмену,2006,романтическая комедия,Нэнси Мейерс
http://www.wikidata.org/entity/Q1460779,Потрошители,2010,экранизация,Мигель Сапочник
http://www.wikidata.org/entity/Q466959,Мальчикам это нравится,2008,романтическая комедия,Фред Вульф
http://www.wikidata.org/entity/Q260533,Джильи,2003,комедийная драма,Мартин Брест
http://www.wikidata.org/entity/Q242764,Подцеплен по-крупному,1986,криминальный фильм,"Франкенхаймер, Джон"
http://www.wikidata.org/entity/Q4128503,Выбери меня,1984,комедийная драма,"Рудольф, Алан"
http://www.wikidata.org/entity/Q548066,Психоаналитик,2009,комедийная драма,Джонас Пейт
http://www.wikidata.org/entity/Q16671761,Безумная свадьба,2015,кинокомедия,Филипп де Шоврон
http://www.wikidata.org/entity/Q2058578,Шагни через границу,1990,документальный фильм,"Гумберт, Николас"
http://www.wikidata.org/entity/Q768966,За облаками,1995,фильм-драма,Микеланджело Антониони
http://www.wikidata.org/entity/Q4329818,Обратная связь,1977,драма,"Трегубович, Виктор Иванович"
http://www.wikidata.org/entity/Q1537112,Сдавайтесь,1987,Гомоэротизм в кинo,Джерри Белсон
http://www.wikidata.org/entity/Q7991314,Развод в большом городе,2014,фильм-драма,Скотт МакГихи
http://www.wikidata.org/entity/Q131390,300 спартанцев,2007,фэнтезийный фильм,Зак Снайдер
http://www.wikidata.org/entity/Q4339344,Отарова вдова,1957,драма,Михаил Чиаурели
http://www.wikidata.org/entity/Q1758747,Береги своего мужчину,1933,фильм-драма,Сэм Вуд
http://www.wikidata.org/entity/Q222023,Хроники Нарнии: Принц Каспиан,2008,экранизация,Эндрю Адамсон
http://www.wikidata.org/entity/Q16237686,Чёртова дюжина из Шанхая,1984,боевик,Чжан Чэ
http://www.wikidata.org/entity/Q478352,Смерть рабочего,2005,документальный фильм,"Главоггер, Михаэль"
http://www.wikidata.org/entity/Q495138,Ромеро,1989,фильм-драма,Джон Дайган
http://www.wikidata.org/entity/Q1198860,Гордость янки,1942,фильм-драма,Сэм Вуд
http://www.wikidata.org/entity/Q602256,Рыба моей мечты,2011,комедийная драма,Лассе Халльстрём
http://www.wikidata.org/entity/Q706746,Martian Successor Nadesico: Prince of Darkness,2005,аниме и манга про мехи,"Сато, Тацуо"
http://www.wikidata.org/entity/Q543389,Лучший способ защиты,1985,кинокомедия,"Хайк, Уиллард"
http://www.wikidata.org/entity/Q822660,Змеиный полёт,2006,триллер,Дэвид Р. Эллис
http://www.wikidata.org/entity/Q617395,Вода,2005,фильм-драма,Дипа Мехта
http://www.wikidata.org/entity/Q2409130,Паранормальная сущность,2009,фильм ужасов,Шэйн Ван Дайк
http://www.wikidata.org/entity/Q1462222,Формула любви для узников брака,2009,романтическая комедия,Питер Биллингсли
http://www.wikidata.org/entity/Q1050541,"Отступник (фильм, 1989)",1989,комедийная драма,Деннис Хоппер
http://www.wikidata.org/entity/Q4314825,Национальная бомба,2004,кинокомедия,"Мустафаев, Вагиф Бехбуд оглы"
http://www.wikidata.org/entity/Q4157669,Демон смерти,2007,фильм ужасов,Майкл Фейфер
http://www.wikidata.org/entity/Q549012,Нашествие варваров,2003,фильм-драма,Дени Аркан
http://www.wikidata.org/entity/Q2424215,Сомерстаун,2008,кинокомедия,"Медоуз, Шейн"
http://www.wikidata.org/entity/Q2290517,Дух улья,1973,фильм-драма,"Эрисе, Виктор"
http://www.wikidata.org/entity/Q1213280,Рука,1981,фильм ужасов,Оливер Стоун
http://www.wikidata.org/entity/Q18760229,Мёд в голове,2014,кинокомедия,Тиль Швайгер
http://www.wikidata.org/entity/Q4299844,Мой ласковый и нежный зверь,1978,фильм о любви,Эмиль Лотяну
http://www.wikidata.org/entity/Q639855,Париж! Париж!,2008,фильм-драма,Кристоф Барратье
http://www.wikidata.org/entity/Q223559,Робин Гуд,2010,боевик,Ридли Скотт
http://www.wikidata.org/entity/Q705343,Окончательный монтаж,2004,научно-фантастический фильм,Омар Наим
http://www.wikidata.org/entity/Q843198,Горячие головы! Часть вторая,1993,кинопародия,Джим Абрахамс
http://www.wikidata.org/entity/Q1595847,Особенная дружба,1964,фильм-драма,"Деланнуа, Жан"
http://www.wikidata.org/entity/Q1068272,Чат (фильм),2010,психологический триллер,"Наката, Хидэо"
http://www.wikidata.org/entity/Q1167725,Конец романа,1999,фильм о любви,Нил Джордан
http://www.wikidata.org/entity/Q503199,Дерзкий,1994,hood-фильм,Боаз Якин
http://www.wikidata.org/entity/Q1001102,Избавитель,1976,фильм ужасов,"Папич, Крсто"
http://www.wikidata.org/entity/Q1001102,Избавитель,1981,фильм ужасов,"Папич, Крсто"
http://www.wikidata.org/entity/Q1044859,Коко до Шанель,2009,фильм-биография,"Фонтен, Анн"
http://www.wikidata.org/entity/Q4114650,Возвращение Максима,1937,фильм-драма,Григорий Михайлович Козинцев
http://www.wikidata.org/entity/Q2621366,Мистериане,1957,научно-фантастический фильм,"Хонда, Исиро"
http://www.wikidata.org/entity/Q471919,Два воина,1996,боевик,Юань Хэпин
http://www.wikidata.org/entity/Q957323,Сверкающие сёдла,1974,кинокомедия,Мел Брукс
http://www.wikidata.org/entity/Q2501812,Три незнакомца,1946,нуар,"Негулеско, Жан"
http://www.wikidata.org/entity/Q4313926,"Наследники (фильм, 2008)",2008,фильм-драма,"Одегов, Константин Владимирович"
http://www.wikidata.org/entity/Q16638974,Джеронимо,2014,фильм-драма,Тони Гатлиф
http://www.wikidata.org/entity/Q4535661,"Я буду рядом (фильм, 2011)",2012,драма,"Руминов, Павел Юрьевич"
http://www.wikidata.org/entity/Q626215,Цоци,2005,фильм-драма,"Худ, Гэвин"
http://www.wikidata.org/entity/Q2032655,Безумный монстр,1942,фильм ужасов,Сэм Ньюфилд
http://www.wikidata.org/entity/Q444525,Гонщик во времени: приключения Лайла Свана,1982,вестерн,"Дир, Уильям"
http://www.wikidata.org/entity/Q886669,Спящий лагерь,1983,слэшер,Роберт Хилцик
http://www.wikidata.org/entity/Q746574,Моя левая нога,1989,фильм-драма,"Шеридан, Джим"
http://www.wikidata.org/entity/Q2173967,Экзамен,2009,триллер,Стюарт Хэзелдайн
http://www.wikidata.org/entity/Q304488,Кидалы,1990,криминальный фильм,Стивен Фрирз
http://www.wikidata.org/entity/Q622380,Песнь дороги,1955,экранизация,Сатьяджит Рай
http://www.wikidata.org/entity/Q1143368,Река смерти,1989,приключенческий фильм,Стив Карвер
http://www.wikidata.org/entity/Q2300638,Вдаль уплывают облака,1996,фильм-драма,"Каурисмяки, Аки"
http://www.wikidata.org/entity/Q1964131,Сволочи,2006,драма,"Атанесян, Александр Ашотович"
http://www.wikidata.org/entity/Q15985055,"Вечера на хуторе близ Диканьки (фильм, 1983)",1983,экранизация,"Ткаченко, Юрий Анатольевич"
http://www.wikidata.org/entity/Q733000,Красные огни,2012,фильм-драма,Родриго Кортес
http://www.wikidata.org/entity/Q11928,На трезвую голову,2008,кинокомедия,Джошуа Майкл Штерн
http://www.wikidata.org/entity/Q16411984,Игры для детей школьного возраста,1985,фильм-драма,Арво Ихо
http://www.wikidata.org/entity/Q468700,Муха,1986,фильм о монстрах,Дэвид Кроненберг
http://www.wikidata.org/entity/Q3505719,На грани сомнения,2012,триллер,"Фиггис, Майк"
http://www.wikidata.org/entity/Q884999,Блондинка и блондинка,2008,кинокомедия,Дин Хэмилтон
http://www.wikidata.org/entity/Q3676999,Красивая любовь,1991,кинокомедия,Джин Сэкс
http://www.wikidata.org/entity/Q1278929,И черепахи могут летать,2004,фильм-драма,"Гобади, Бахман"
http://www.wikidata.org/entity/Q742882,Снял кого-нибудь?,1994,кинокомедия,Такэси Китано
http://www.wikidata.org/entity/Q3019887,Я и ты,2013,экранизация,Бернардо Бертолуччи
http://www.wikidata.org/entity/Q1450305,Пленники «Посейдона»,1979,триллер,Ирвин Аллен
http://www.wikidata.org/entity/Q4076943,Балтийское небо,1960,военный фильм,Владимир Яковлевич Венгеров
http://www.wikidata.org/entity/Q783880,Супергеройское кино,2008,супергеройский фильм,Крэйг Мэйзин
http://www.wikidata.org/entity/Q944614,Прогулка в облаках,1995,фильм о любви,Альфонсо Арау
http://www.wikidata.org/entity/Q1312929,День зверя,1995,фильм ужасов,"Иглесиа, Алекс де ла"
http://www.wikidata.org/entity/Q508759,Розовый кадиллак,1989,кинокомедия,Бадди Ван Хорн
http://www.wikidata.org/entity/Q1748666,Табу,2012,фильм о любви,"Гомеш, Мигел"
http://www.wikidata.org/entity/Q497292,Patlabor 2 (фильм),1993,научно-фантастический фильм,"Осии, Мамору"
http://www.wikidata.org/entity/Q747940,Городские легенды,1998,фильм ужасов,Джэми Блэнкс
http://www.wikidata.org/entity/Q3213420,"Чемодан (фильм, 1973)",1973,кинокомедия,"Лотнер, Жорж"
http://www.wikidata.org/entity/Q4411533,Святое дело,2007,кинокомедия,"Корявов, Дмитрий Павлович"
http://www.wikidata.org/entity/Q4371158,Ивел Книвел,1971,триллер,Марвин Чомски
http://www.wikidata.org/entity/Q3190590,Жюв против Фантомаса,1913,криминальный фильм,"Фейад, Луи"
http://www.wikidata.org/entity/Q1284393,Лики смерти,2001,фильм-драма,Юрек Богаевич
http://www.wikidata.org/entity/Q1059378,Братья-соперники,2000,Болливуд,Давид Дхаван
http://www.wikidata.org/entity/Q13571650,Зал ожидания,1995,эротический фильм,"Стеллинг, Йос"
http://www.wikidata.org/entity/Q375594,Рождённая вчера,1950,комедийная драма,"Кьюкор, Джордж"
http://www.wikidata.org/entity/Q128930,Улица греха,1945,нуар,Фриц Ланг
http://www.wikidata.org/entity/Q4282423,"Марс (фильм, 1968)",1968,научно-фантастический фильм,"Клушанцев, Павел Владимирович"
http://www.wikidata.org/entity/Q1547202,Косяковое безумие,1936,пропагандистский фильм,Луи Ганье
http://www.wikidata.org/entity/Q4310512,"Мёртвые души (фильм, 1909)",1909,кинокомедия,"Чардынин, Пётр Иванович"
http://www.wikidata.org/entity/Q678643,Елена,2011,фильм-драма,"Звягинцев, Андрей Петрович"
http://www.wikidata.org/entity/Q572440,Месье Верду,1948,кинокомедия,Чарли Чаплин
http://www.wikidata.org/entity/Q1196339,Склока,1978,кинокомедия,"Зиди, Клод"
http://www.wikidata.org/entity/Q726701,Женщина из племени апачей,1955,вестерн,Роджер Корман
http://www.wikidata.org/entity/Q107270,Трудности перевода,2003,фильм-драма,София Коппола
http://www.wikidata.org/entity/Q3226930,Прыжок ангела,1971,криминальный фильм,Ив Буассе
http://www.wikidata.org/entity/Q621745,Камила,1984,фильм о любви,Мария Луиса Бемберг
http://www.wikidata.org/entity/Q663014,Доктор Дулиттл,1998,фэнтезийный фильм,"Томас, Бетти"
http://www.wikidata.org/entity/Q429796,Хозяин подземной тюрьмы,1985,фэнтезийный фильм,Чарльз Бэнд
http://www.wikidata.org/entity/Q40119,Джинсы-талисман,2005,кинокомедия,Кен Куопис
http://www.wikidata.org/entity/Q348678,Женщины,1939,кинокомедия,"Кьюкор, Джордж"
http://www.wikidata.org/entity/Q1436866,Иван Грозный. Вторая серия,1958,фильм-драма,Сергей Эйзенштейн
http://www.wikidata.org/entity/Q1345585,Измена,2007,фильм-драма,Билли Рэй
http://www.wikidata.org/entity/Q1849955,Суп с капустой,1981,кинокомедия,"Жиро, Жан"
http://www.wikidata.org/entity/Q1130512,9 рота,2005,фильм-драма,Фёдор Сергеевич Бондарчук
http://www.wikidata.org/entity/Q925421,Потомство Чаки,2004,комедийный фильм ужасов,Дон Манчини
http://www.wikidata.org/entity/Q2868716,Любой ценой,2013,фильм-драма,Рамин Бахрани
http://www.wikidata.org/entity/Q4182801,Забытая мелодия для флейты,1987,фильм-драма,Эльдар Александрович Рязанов
http://www.wikidata.org/entity/Q788822,Она,2013,фильм-драма,Спайк Джонз
http://www.wikidata.org/entity/Q352431,Адаптация,2002,кинокомедия,Спайк Джонз
http://www.wikidata.org/entity/Q230482,Страна,1989,фильм-драма,"Джуисон, Норман"
http://www.wikidata.org/entity/Q316151,Верная Рука — друг индейцев,1965,вестерн,Альфред Форер
http://www.wikidata.org/entity/Q1708290,Воображаемая жизнь ангелов,1998,фильм-драма,Эрик Зонка
http://www.wikidata.org/entity/Q1702748,Тото-герой,1991,комедийная драма,"Ван Дормаль, Жако"
http://www.wikidata.org/entity/Q20313191,Атака титанов,2016,фэнтезийный фильм,Синдзи Хигути
http://www.wikidata.org/entity/Q19019145,Ошибка Оноре де Бальзака,1968,фильм-биография,"Левчук, Тимофей Васильевич"
http://www.wikidata.org/entity/Q15916752,Ночь в музее 3,2014,фэнтезийный фильм,Шон Леви
http://www.wikidata.org/entity/Q806357,Бандольеро,1968,вестерн,Эндрю В. МакЛаглен
http://www.wikidata.org/entity/Q678972,Бездомный пёс,1950,бадди-муви,Акира Куросава
http://www.wikidata.org/entity/Q1444969,Зверь,1975,фэнтезийный фильм,Валериан Боровчик
