movie,movie_title,year,genreFirst,directorFirst
http://www.wikidata.org/entity/Q1048846,Цена страха,2002,триллер,Фил Олден Робинсон
http://www.wikidata.org/entity/Q4383839,Представь себе: Джон Леннон,1988,документальный фильм,Эндрю Солт
http://www.wikidata.org/entity/Q18615719,Ёлки 1914,2014,кинокомедия,Тимур Бекмамбетов
http://www.wikidata.org/entity/Q748194,Сумерки,1998,неонуар,Роберт Бентон
http://www.wikidata.org/entity/Q832456,Чак и Ларри: Пожарная свадьба,2007,романтическая комедия,Дэннис Дуган
http://www.wikidata.org/entity/Q847646,Убойная парочка: Старски и Хатч,2004,кинокомедия,Тодд Филлипс
http://www.wikidata.org/entity/Q3522879,"Незнакомка (фильм, 1995)",1995,боевые искусства,"Кирш, Фриц"
http://www.wikidata.org/entity/Q545417,Ночь живых мертвецов,1990,фильм ужасов,Том Савини
http://www.wikidata.org/entity/Q1385470,Дорога на пау-вау,1989,комедийная драма,Джонатан Уэкс
http://www.wikidata.org/entity/Q502703,Психодром,1988,кинокомедия,"Ритчи, Майкл"
http://www.wikidata.org/entity/Q19799393,Наследник,2002,фильм-драма,"Любомудров, Владимир Павлович"
http://www.wikidata.org/entity/Q644691,Пять мастеров Шаолиня,1974,боевые искусства,Чжан Чэ
http://www.wikidata.org/entity/Q2341849,Маленький Манхэттен,2005,романтическая комедия,Марк Левин
http://www.wikidata.org/entity/Q2474366,Гитлер капут!,2008,военный фильм,"Вайсберг, Марюс"
http://www.wikidata.org/entity/Q647546,Нокдаун,2005,фильм-биография,Рон Ховард
http://www.wikidata.org/entity/Q627157,Коллекционер,1965,экранизация,Уильям Уайлер
http://www.wikidata.org/entity/Q4327733,Ночи Полнолуния,1993,Трэш,"Фролов, Дмитрий Алексеевич"
http://www.wikidata.org/entity/Q863811,Теорема Зеро,2013,научно-фантастический фильм,Терри Гиллиам
http://www.wikidata.org/entity/Q1212682,Мисс сорок пятый калибр,1981,фильм-драма,Абель Феррара
http://www.wikidata.org/entity/Q326789,Голый среди волков,1963,военный фильм,Франк Байер
http://www.wikidata.org/entity/Q586061,Дорогая Умрао,1981,экранизация,Музаффар Али
http://www.wikidata.org/entity/Q607122,Малыш,2001,фильм-драма,"Синглтон, Джон"
http://www.wikidata.org/entity/Q14948553,Ограбление по-американски,2014,криминальный фильм,Сарик Андреасян
http://www.wikidata.org/entity/Q1755246,Формула,1980,детективный фильм,"Эвилдсен, Джон"
http://www.wikidata.org/entity/Q392806,Куда не долетают и орлы,1968,приключенческий фильм,Брайан Дж. Хаттон
http://www.wikidata.org/entity/Q2609724,Шальная любовь,1985,мелодрама,"Жулавский, Анджей"
http://www.wikidata.org/entity/Q2373746,Гамера против Вираса,1968,фильм о монстрах,"Юаса, Нориаки"
http://www.wikidata.org/entity/Q644552,Девять с половиной недель,1986,фильм-драма,"Лайн, Эдриан"
http://www.wikidata.org/entity/Q2537080,Выгодная партия,1982,комедийная драма,Эрик Ромер
http://www.wikidata.org/entity/Q1772459,История Мари и Жюльена,2003,фильм-драма,"Риветт, Жак"
http://www.wikidata.org/entity/Q25994,Бандиты в Милане,1968,фильм-драма,"Лиццани, Карло"
http://www.wikidata.org/entity/Q543163,Пережить Рождество,2004,кинокомедия,"Митчелл, Майк"
http://www.wikidata.org/entity/Q687804,Вооружён и опасен,1986,кинокомедия,Марк Лестер
http://www.wikidata.org/entity/Q379190,Соседи по комнате,1995,комедийная драма,"Йетс, Питер"
http://www.wikidata.org/entity/Q259807,Грязные танцы 2: Гаванские ночи,2004,история взросления,Гай Ферленд
http://www.wikidata.org/entity/Q61696,Полуночный ковбой,1969,фильм-драма,"Шлезингер, Джон"
http://www.wikidata.org/entity/Q726778,Чёрный скорпион,1957,фильм ужасов,"Людвиг, Эдвард"
http://www.wikidata.org/entity/Q127632,Сын Конга,1933,фильм ужасов,Эрнест Б. Шодсак
http://www.wikidata.org/entity/Q261923,Достать коротышку,1995,кинокомедия,Барри Зонненфельд
http://www.wikidata.org/entity/Q467078,Дурная слава,2006,фильм-драма,Дуглас МакГрат
http://www.wikidata.org/entity/Q206461,Экскалибур,1981,фильм-драма,Джон Бурмен
http://www.wikidata.org/entity/Q15303700,Omoide no Marnie,2015,экранизация,Хиромаса Ёнэбаяси
http://www.wikidata.org/entity/Q3986991,Семейное дерево,2011,кинокомедия,"Фридман, Виви"
http://www.wikidata.org/entity/Q1690061,Земля Фараонов,1955,фильм-драма,"Хоукс, Говард"
http://www.wikidata.org/entity/Q695389,Взломщики сердец,2004,фильм-драма,Дэвид Оуэн Расселл
http://www.wikidata.org/entity/Q1212051,Дуэлянты,1977,военный фильм,Ридли Скотт
http://www.wikidata.org/entity/Q749569,Фанатка,2002,кино для подростков,Джон Полсон
http://www.wikidata.org/entity/Q1260289,Зона высадки,1994,боевик,Джон Бэдэм
http://www.wikidata.org/entity/Q1070030,Паттиги: Удар головой,2005,боевик,"Идзуцу, Кадзуюки"
http://www.wikidata.org/entity/Q515045,Покемон: Судьба Деоксиса,2004,аниме,"Юяма, Кунихико"
http://www.wikidata.org/entity/Q2346766,Нация пришельцев,1988,боевик,Грэм Бейкер
http://www.wikidata.org/entity/Q634810,Вспомнить всё,2012,боевик,Лен Уайзман
http://www.wikidata.org/entity/Q903930,РЭД 2,2013,шпионский фильм,Дин Паризо
http://www.wikidata.org/entity/Q5575373,Козы,2012,кинокомедия,Кристофер Нил
http://www.wikidata.org/entity/Q3418158,"Моряк, который разлюбил море",1976,экранизация,Льюис Джон Карлино
http://www.wikidata.org/entity/Q1569923,Счастливые номера,2000,кинокомедия,"Эфрон, Нора"
http://www.wikidata.org/entity/Q2265600,Эль-Аламейн,2002,военный фильм,Энцо Монтелеони
http://www.wikidata.org/entity/Q170268,Ханна. Совершенное оружие,2011,триллер,Джо Райт
http://www.wikidata.org/entity/Q4080624,Бедные родственники,2005,фильм-драма,Павел Лунгин
http://www.wikidata.org/entity/Q1961880,Судьба,1975,кинокомедия,"Николс, Майк"
http://www.wikidata.org/entity/Q1188701,Жажда,1950,фильм-драма,Ингмар Бергман
http://www.wikidata.org/entity/Q1198853,Большой вальс,1938,музыкальный фильм,"Дювивье, Жюльен"
http://www.wikidata.org/entity/Q72925,Она — мужчина,2006,романтическая комедия,Энди Фикмен
http://www.wikidata.org/entity/Q4184839,Закон неизбежности,1992,криминальный фильм,Ник Гомес
http://www.wikidata.org/entity/Q1070554,Стюарт Литтл 2,2002,кинокомедия,"Минкофф, Роб"
http://www.wikidata.org/entity/Q701064,Высший балл,2004,кинокомедия,Брайан Роббинс
http://www.wikidata.org/entity/Q4508586,Человек родился,1956,мелодрама,Василий Ордынский
http://www.wikidata.org/entity/Q155476,Форсаж,2001,криминальный фильм,"Коэн, Роб"
http://www.wikidata.org/entity/Q22662385,На 50 оттенков темнее,2017,фильм-драма,Джеймс Фоли
http://www.wikidata.org/entity/Q151792,Наука сна,2006,фильм о любви,Мишель Гондри
http://www.wikidata.org/entity/Q1131380,Джеймс и гигантский персик,1997,фэнтезийный фильм,Генри Селик
http://www.wikidata.org/entity/Q496019,Свирепые создания,1997,кинокомедия,Фред Скеписи
http://www.wikidata.org/entity/Q14895327,Мальчики с Востока,2013,фильм-драма,"Кампилло, Робин"
http://www.wikidata.org/entity/Q12049257,Обитель зла: Последняя глава,2017,научно-фантастический фильм,Пол Уильям Скотт Андерсон
http://www.wikidata.org/entity/Q1544355,Продолговатый ящик,1969,фильм ужасов,Гордон Хесслер
http://www.wikidata.org/entity/Q1968798,Шанхайский сюрприз,1986,приключенческий фильм,Джим Годдар
http://www.wikidata.org/entity/Q4366413,Повесть о настоящем человеке,1948,военный фильм,"Столпер, Александр Борисович"
http://www.wikidata.org/entity/Q5934975,Проповедь Гюи,1981,документальный фильм,Вернер Херцог
http://www.wikidata.org/entity/Q1107196,Вне закона,1983,криминальный фильм,"Дерэ, Жак"
http://www.wikidata.org/entity/Q639354,Женщина,1933,фильм о любви,Майкл Кёртис
http://www.wikidata.org/entity/Q3795597,Бутч и Сандэнс: Ранние дни,1979,вестерн,"Лестер, Ричард"
http://www.wikidata.org/entity/Q334185,Техасская резня бензопилой 2,1986,фильм ужасов,"Хупер, Тоуб"
http://www.wikidata.org/entity/Q627438,Артур,1981,комедийная драма,Стив Гордон
http://www.wikidata.org/entity/Q844732,Грязная сделка,1948,нуар,Энтони Манн
http://www.wikidata.org/entity/Q1156495,Добро пожаловать к Райли,2010,фильм-драма,"Скотт, Джейк"
http://www.wikidata.org/entity/Q2066307,Пиратка,1984,фильм-драма,"Дуайон, Жак"
http://www.wikidata.org/entity/Q2481391,Гамлет,1964,фильм-драма,Григорий Михайлович Козинцев
http://www.wikidata.org/entity/Q1680069,Прожить жизнь с Пикассо,1996,фильм-драма,Джеймс Айвори
http://www.wikidata.org/entity/Q18151017,В долине насилия,2016,фильм-драма,Тай Уэст
http://www.wikidata.org/entity/Q611364,Часовой механизм,2001,триллер,"Пьюн, Альберт"
http://www.wikidata.org/entity/Q1403029,Путешествие Фелиции,1999,фильм-драма,"Эгоян, Атом"
http://www.wikidata.org/entity/Q859131,Полный облом,2006,кинокомедия,Жан-Баптист Андреа
http://www.wikidata.org/entity/Q195525,Квартет,2013,фильм-драма,Дастин Хоффман
http://www.wikidata.org/entity/Q1108471,Портовый город,1948,фильм-драма,Ингмар Бергман
http://www.wikidata.org/entity/Q928800,Аморальные истории,1974,эротический фильм,Валериан Боровчик
http://www.wikidata.org/entity/Q2030672,Помощник Сатаны,2004,фильм ужасов,Джефф Либерман
http://www.wikidata.org/entity/Q4311008,На прицеле ваш мозг,1984,документальный фильм,Феликс Михайлович Соболев
http://www.wikidata.org/entity/Q4081062,Безумие,1995,неонуар,Дэнни Хьюстон
http://www.wikidata.org/entity/Q604424,"Вали отсюда, Джо",1968,вестерн,Питер Тьюксбери
http://www.wikidata.org/entity/Q703034,Съёмки в Палермо,2008,фильм-драма,Вим Вендерс
http://www.wikidata.org/entity/Q1939405,Как только сможешь,1980,кинокомедия,Бадди Ван Хорн
http://www.wikidata.org/entity/Q221090,Дитя человеческое,2006,научно-фантастический фильм,Альфонсо Куарон
http://www.wikidata.org/entity/Q652336,Провал во времени,1997,научно-фантастический фильм,Луи Морно
http://www.wikidata.org/entity/Q4088313,Блондинка за углом,1984,кинокомедия,Владимир Бортко
http://www.wikidata.org/entity/Q1395306,Убей меня нежно,2002,триллер,Чэнь Кайгэ
http://www.wikidata.org/entity/Q1091172,О мышах и людях,1992,экранизация,Гэри Синиз
http://www.wikidata.org/entity/Q29867,Праздничный день,1949,кинокомедия,Жак Тати
http://www.wikidata.org/entity/Q856805,Рок-волна,2009,кинокомедия,Ричард Кёртис
http://www.wikidata.org/entity/Q937385,Манон,1950,фильм-драма,"Клузо, Анри-Жорж"
http://www.wikidata.org/entity/Q3443117,Ужицкая республика,1974,военный фильм,"Митрович, Жика"
http://www.wikidata.org/entity/Q6702834,Колыбельная,1937,документальный фильм,Дзига Вертов
http://www.wikidata.org/entity/Q1986362,"Хрусталёв, машину!",1998,комедийная драма,Алексей Юрьевич Герман
http://www.wikidata.org/entity/Q2419727,День расплаты,2003,фильм-драма,Пол Макгиган
http://www.wikidata.org/entity/Q840872,Здесь курят,2005,комедийная драма,Джейсон Райтман
http://www.wikidata.org/entity/Q700037,Город жизни и смерти,2009,фильм-драма,Лу Чуань
http://www.wikidata.org/entity/Q951703,Подержанные львы,2003,фильм-драма,Тим Маккэнлис
http://www.wikidata.org/entity/Q2034748,Прогулки с морскими чудовищами,2003,документальный фильм,Тим Хейнс
http://www.wikidata.org/entity/Q18389586,Месть от кутюр,2015,комедийная драма,Джослин Мурхаус
http://www.wikidata.org/entity/Q771983,Месмер,1994,фильм-биография,"Споттисвуд, Роджер"
http://www.wikidata.org/entity/Q24937878,Чистое искусство,2016,триллер,"Давлетьяров, Ренат Фаварисович"
http://www.wikidata.org/entity/Q903541,Delicate Sound of Thunder,1989,прогрессивный рок,"Ишам, Уэйн"
http://www.wikidata.org/entity/Q1215437,"Пираты (фильм, 1999)",1999,приключенческий фильм,Ламберто Бава
http://www.wikidata.org/entity/Q54985,Жареные голубки,1966,кинокомедия,"Хмелевский, Тадеуш"
http://www.wikidata.org/entity/Q1193096,Отверженные,1998,фильм-драма,Билле Аугуст
http://www.wikidata.org/entity/Q1163526,Найти и ликвидировать,1995,кинокомедия,"Салле, Дэвид"
http://www.wikidata.org/entity/Q1056748,Осуждение,1991,фильм о судебном процессе,Марко Беллоккьо
http://www.wikidata.org/entity/Q1496725,U-429: Подводная тюрьма,2004,фильм-драма,Тони Гиглио
http://www.wikidata.org/entity/Q656118,"Южный парк: больше, длиннее и без купюр",1999,музыкальный фильм,Трей Паркер
http://www.wikidata.org/entity/Q1475611,Вход и выход,1997,романтическая комедия,Фрэнк Оз
http://www.wikidata.org/entity/Q1327078,Моя маленькая принцесса,2010,фильм-драма,Ева Ионеско
http://www.wikidata.org/entity/Q1664705,Инстинкт (фильм),1999,фильм-драма,Джон Тёртелтауб
http://www.wikidata.org/entity/Q4498672,"Ход конём (фильм, 1962)",1962,комедия,"Лукашевич, Татьяна Николаевна"
http://www.wikidata.org/entity/Q499371,Огненный вихрь,1991,боевик,Рон Ховард
http://www.wikidata.org/entity/Q466611,Невероятный Халк,2008,научная фантастика,"Летерье, Луи"
http://www.wikidata.org/entity/Q182944,Влюблённый Шекспир,1998,комедийная драма,Джон Мэдден
http://www.wikidata.org/entity/Q932608,Графиня Дракула,1971,фильм ужасов,Петер Шашди
http://www.wikidata.org/entity/Q3651255,Побег на рассвете,1976,боевик,"Долидзе, Семён Виссарионович"
http://www.wikidata.org/entity/Q2495379,Быстрый выход,2008,триллер,Скотт Зил
http://www.wikidata.org/entity/Q2072909,Зомби из Лос-Анджелеса,2010,порнофильм,Брюс Лабрюс
http://www.wikidata.org/entity/Q325575,Сладкий ноябрь,2001,фильм-драма,Пэт О'Коннор
http://www.wikidata.org/entity/Q687600,Мёртвые,1987,фильм-драма,"Хьюстон, Джон"
http://www.wikidata.org/entity/Q1160186,Смерть ей к лицу,1992,фильм ужасов,Роберт Земекис
http://www.wikidata.org/entity/Q15046490,Повар на колёсах,2015,комедийная драма,Джон Фавро
http://www.wikidata.org/entity/Q4188959,Захудалое королевство,1967,мюзикл,"Селянин, Глеб Иванович"
http://www.wikidata.org/entity/Q4143086,Гонка (фильм),1998,кинокомедия,"Шелтон, Миллисент"
http://www.wikidata.org/entity/Q901213,Четыре свадьбы и одни похороны,1994,фильм-драма,Майк Ньюэлл
http://www.wikidata.org/entity/Q164933,Телохранитель,2010,криминальный фильм,Уильям Монахэн
http://www.wikidata.org/entity/Q19347291,Дэдпул,2016,кинокомедия,Тим Миллер
http://www.wikidata.org/entity/Q1470370,Посрами дьявола,1953,кинопародия,"Хьюстон, Джон"
http://www.wikidata.org/entity/Q1580399,Романы Челлини,1934,драма,Грегори Ла Кава
http://www.wikidata.org/entity/Q1758385,Корвет K-225,1943,военный фильм,Ричард Россон
http://www.wikidata.org/entity/Q1193825,Скорбь (фильм),1998,фильм-драма,Пол Шредер
http://www.wikidata.org/entity/Q241141,Облик грядущего,1936,экранизация,Уильям Кэмерон Мензис
http://www.wikidata.org/entity/Q570567,Последнее танго в Париже,1972,фильм о любви,Бернардо Бертолуччи
http://www.wikidata.org/entity/Q4078471,"Барракуда (фильм, 1978)",1978,фильм ужасов,Уэйн Кроуфорд
http://www.wikidata.org/entity/Q62665,Афера,1973,кинокомедия,Джордж Рой Хилл
http://www.wikidata.org/entity/Q2253032,"Велорикша (фильм, 1995)",1995,фильм-драма,"Чан, Ань Хунг"
http://www.wikidata.org/entity/Q1498130,На виду,1983,фильм-драма,"Тобэк, Джеймс"
http://www.wikidata.org/entity/Q844679,Служители зла,1993,боевик,Вон Цзин
http://www.wikidata.org/entity/Q327604,Зловещие мертвецы,1981,фильм ужасов,Сэм Рэйми
http://www.wikidata.org/entity/Q3150366,Самсара,2012,документальный фильм,Рон Фрике
http://www.wikidata.org/entity/Q374449,Забери мою душу,2010,слэшер,"Крэйвен, Уэс"
http://www.wikidata.org/entity/Q523249,Моя ужасная няня,2005,фэнтезийный фильм,"Джонс, Кирк"
http://www.wikidata.org/entity/Q325450,Белые волки,1969,вестерн,"Петцольд, Конрад"
http://www.wikidata.org/entity/Q1766656,"Так держать, Эммануэль",1983,буффонада,Джералд Томас
http://www.wikidata.org/entity/Q688925,Всё на продажу,1968,фильм-драма,Анджей Вайда
http://www.wikidata.org/entity/Q4166620,Дориан Грей. Дьявольский портрет,2002,экранизация,Аллан А. Голдштейн
http://www.wikidata.org/entity/Q5474120,Ваджда,2012,фильм-драма,Хаифа аль-Мансур
http://www.wikidata.org/entity/Q1326400,Электра,1962,фильм-драма,"Какояннис, Михалис"
http://www.wikidata.org/entity/Q1092933,Неоспоримый 3,2010,фильм о заключённых,"Флорентайн, Айзек"
http://www.wikidata.org/entity/Q661202,"Повар, вор, его жена и её любовник",1989,фильм-драма,Питер Гринуэй
http://www.wikidata.org/entity/Q1917949,Меня зовут Джо,1998,фильм-драма,Кен Лоуч
http://www.wikidata.org/entity/Q1141504,Последний дом слева,1972,фильм ужасов,"Крэйвен, Уэс"
http://www.wikidata.org/entity/Q893262,В полночь происходят самые сладкие удовольствия,1975,кинокомедия,Марчелло Фондато
http://www.wikidata.org/entity/Q1417721,Человек на канате,2008,документальный фильм,Джеймс Марш
http://www.wikidata.org/entity/Q19757672,Ип Ман 3,2015,боевые искусства,Уилсон Ип
http://www.wikidata.org/entity/Q572221,Мисс Конгениальность 2: Прекрасна и опасна,2005,кинокомедия,Джон Пасквин
http://www.wikidata.org/entity/Q2703859,Навострите ваши уши,1987,Гомоэротизм в кинo,Стивен Фрирз
http://www.wikidata.org/entity/Q788256,Переключая каналы,1987,романтическая комедия,"Котчефф, Тед"
http://www.wikidata.org/entity/Q938510,Пан Тадеуш,1999,фильм-драма,Анджей Вайда
http://www.wikidata.org/entity/Q117696,Вспоминая Титанов,2000,фильм-биография,Боаз Якин
http://www.wikidata.org/entity/Q917691,Совершенно некстати,1956,кинокомедия,Морис Регаме
http://www.wikidata.org/entity/Q13183536,Сокровища царя Соломона (фильм),1979,фильм-драма,Элвин Ракофф
http://www.wikidata.org/entity/Q15103254,Маккабрей,2015,фильм-ограбление,Дэвид Кепп
http://www.wikidata.org/entity/Q1591769,Байки из склепа: Рыцарь-демон,1995,комедийный фильм ужасов,"Дикерсон, Эрнест"
http://www.wikidata.org/entity/Q20899741,Несносные леди,2016,комедийная драма,"Маршалл, Гарри"
http://www.wikidata.org/entity/Q1353441,Весь этот джаз,1979,флешбэк-фильм,"Фосс, Боб"
http://www.wikidata.org/entity/Q1338368,Где-то,2010,комедийная драма,София Коппола
http://www.wikidata.org/entity/Q574583,Голодные игры: И вспыхнет пламя,2013,приключенческий фильм,Френсис Лоуренс
http://www.wikidata.org/entity/Q795040,Новые приключения Билла и Теда,1991,фэнтезийный фильм,Питер Хьюитт
http://www.wikidata.org/entity/Q205694,Номер семнадцать,1932,комедийный триллер,Альфред Хичкок
http://www.wikidata.org/entity/Q4316227,Нежные воспоминания,1971,фильм-драма,Тони Скотт
http://www.wikidata.org/entity/Q2719033,Атомная школа,1986,юмористическая фантастика,Ллойд Кауфман
http://www.wikidata.org/entity/Q821961,Две лошади Чингисхана,2011,документальный фильм,Даваагийн Бямбасурэн
http://www.wikidata.org/entity/Q16487844,Allacciate le cinture l'amore,2015,комедийная драма,"Озпетек, Ферзан"
http://www.wikidata.org/entity/Q700601,Аминь,2002,фильм-драма,Коста-Гаврас
http://www.wikidata.org/entity/Q4423300,Следы на снегу,1955,фильм-драма,"Бергункер, Адольф Соломонович"
http://www.wikidata.org/entity/Q269912,В диких условиях,2007,фильм-драма,Шон Пенн
http://www.wikidata.org/entity/Q756849,Скандальный дневник,2006,фильм-драма,Ричард Айр
http://www.wikidata.org/entity/Q3944627,"Частный детектив, или Операция «Кооперация»",1989,кинокомедия,Леонид Иович Гайдай
http://www.wikidata.org/entity/Q2657424,Во имя короля 2,2011,фэнтезийный фильм,Уве Болл
http://www.wikidata.org/entity/Q1183268,"Твои, мои и наши",2005,кинокомедия,Раджа Госнелл
http://www.wikidata.org/entity/Q39956,Железный орёл,1986,триллер,Сидни Дж. Фьюри
http://www.wikidata.org/entity/Q639628,Канченджанга,1962,фильм-драма,Сатьяджит Рай
http://www.wikidata.org/entity/Q4533604,Юг (фильм),2004,фильм-драма,"Колховен, Мартин"
http://www.wikidata.org/entity/Q695888,"Каждый за себя, а Бог против всех",1974,фильм-драма,Вернер Херцог
http://www.wikidata.org/entity/Q453556,Голая правда,1957,кинокомедия,Марио Дзампи
http://www.wikidata.org/entity/Q778772,Выбывший из игры,1947,фильм-драма,"Рид, Кэрол"
http://www.wikidata.org/entity/Q1257599,Неисправимые,1999,история взросления,Джеми Бэббит
http://www.wikidata.org/entity/Q906360,Северная звезда,1996,боевик,Кристофер Ламберт
http://www.wikidata.org/entity/Q1763497,Призрак в машине,1993,научно-фантастический фильм,Рэйчел Талалэй
http://www.wikidata.org/entity/Q3204218,Непокорённый,1964,криминальный фильм,"Кавалье, Ален"
http://www.wikidata.org/entity/Q18822138,Крид: Наследие Рокки,2015,фильм-драма,"Куглер, Райан"
http://www.wikidata.org/entity/Q723026,"Я не знаю, как она делает это",2011,кинокомедия,Дуглас МакГрат
http://www.wikidata.org/entity/Q11836457,Квартирант,1966,художественный фильм,"Маевский, Януш"
http://www.wikidata.org/entity/Q220955,Эрин Брокович,2000,фильм-биография,Стивен Содерберг
http://www.wikidata.org/entity/Q79503,Джуно,2007,фильм-драма,Джейсон Райтман
http://www.wikidata.org/entity/Q4080740,Без вины виноватые,2008,мелодрама,"Панфилов, Глеб Анатольевич"
http://www.wikidata.org/entity/Q741737,Охотник за головами,2010,романтическая комедия,"Теннант, Энди"
http://www.wikidata.org/entity/Q1195396,"Мужчина, который любил женщин",1977,романтическая комедия,Франсуа Трюффо
http://www.wikidata.org/entity/Q1123479,Роковое число 23,2007,фильм-драма,Джоэл Шумахер
http://www.wikidata.org/entity/Q645094,Лучшие годы нашей жизни,1946,военный фильм,Уильям Уайлер
http://www.wikidata.org/entity/Q862317,Слава,1989,фильм-драма,Эдвард Цвик
http://www.wikidata.org/entity/Q617874,Холм,1965,фильм-драма,"Люмет, Сидни"
http://www.wikidata.org/entity/Q4163640,Добровольцы,1958,военный фильм,"Егоров, Юрий Павлович"
http://www.wikidata.org/entity/Q13806537,Врождённый порок (фильм),2015,комедийная драма,Пол Томас Андерсон
http://www.wikidata.org/entity/Q5237757,Жизнь У Сюня,1950,фильм-биография,Сунь Юй
http://www.wikidata.org/entity/Q1496627,Апрельские капитаны,2000,исторический фильм,"Медейруш, Мария де"
http://www.wikidata.org/entity/Q4349908,Первый троллейбус,1963,мелодрама,Исидор Маркович Анненский
http://www.wikidata.org/entity/Q691257,Битва в Сиэтле,2007,фильм-драма,Стюарт Таунсенд
http://www.wikidata.org/entity/Q1914469,Майерлинг,1968,фильм-драма,Теренс Янг
http://www.wikidata.org/entity/Q1075182,Хлоя,2009,эротический фильм,"Эгоян, Атом"
http://www.wikidata.org/entity/Q1196574,Возвращение Монте-Кристо,1968,приключенческий фильм,"Юнебель, Андре"
http://www.wikidata.org/entity/Q2058835,Дракула 3D,2012,фильм ужасов,Дарио Ардженто
http://www.wikidata.org/entity/Q1423667,Миссис Хендерсон представляет,2005,кинокомедия,Стивен Фрирз
http://www.wikidata.org/entity/Q12161666,Проклятие Чаки,2013,слэшер,Дон Манчини
http://www.wikidata.org/entity/Q4528291,Шёпот в ночи,1992,эротический триллер,Кристофер Кроу
http://www.wikidata.org/entity/Q749794,Космические дальнобойщики,1996,кинокомедия,Стюарт Гордон
http://www.wikidata.org/entity/Q4800893,"Разыскиваемый, разыскиваемая",1972,кинокомедия,Станислав Барея
http://www.wikidata.org/entity/Q1479235,Ольвидо Гара,1996,приключенческий фильм,Фрейзер Кларк Хестон
http://www.wikidata.org/entity/Q4160350,Джо,2013,фильм-драма,"Грин, Дэвид Гордон"
http://www.wikidata.org/entity/Q1170347,Толстяк на ринге,2012,фильм-драма,"Корачи, Фрэнк"
http://www.wikidata.org/entity/Q10350033,Пираты Карибского моря: Мертвецы не рассказывают сказок,2017,фэнтезийный фильм,"Сандберг, Эспен"
http://www.wikidata.org/entity/Q1962894,Напуганная до смерти,1947,фильм ужасов,Кристи Кэбэнн
http://www.wikidata.org/entity/Q4157559,Демидовы (фильм),1983,фильм-драма,"Лапшин, Ярополк Леонидович"
http://www.wikidata.org/entity/Q221760,Застава Ильича,1965,фильм-драма,Марлен Хуциев
http://www.wikidata.org/entity/Q776607,Болото,2005,научно-фантастический фильм,Джим Гиллеспи
http://www.wikidata.org/entity/Q1166244,Тёмная вода (фильм),2005,фильм ужасов,"Саллес, Вальтер"
http://www.wikidata.org/entity/Q582979,Пещера забытых снов,2010,документальный фильм,Вернер Херцог
http://www.wikidata.org/entity/Q21130624,Другой мир: Войны крови,2016,girls with guns,Анна Форстер
http://www.wikidata.org/entity/Q1058723,Леди исчезает,1979,шпионский фильм,Энтони Пейдж
http://www.wikidata.org/entity/Q990793,Брат из космоса,1988,фильм-драма,Марио Гараццио
http://www.wikidata.org/entity/Q1409165,Убийца внутри меня,2010,фильм-драма,Майкл Уинтерботтом
http://www.wikidata.org/entity/Q1197463,Убийцы,1964,фильм-драма,Дон Сигел
http://www.wikidata.org/entity/Q1753964,"Жюльетта, или Ключ к сновидениям",1950,фильм-драма,Марсель Карне
http://www.wikidata.org/entity/Q1192229,Яблоко упало,1948,кинокомедия,Хельмут Койтнер
http://www.wikidata.org/entity/Q660245,А теперь не смотри,1973,фильм ужасов,Николас Роуг
http://www.wikidata.org/entity/Q3211125,Новый Вавилон,1929,фильм-драма,"Трауберг, Леонид Захарович"
http://www.wikidata.org/entity/Q3818961,Эмигрант (фильм),1973,кинокомедия,Паскале Феста Кампаниле
http://www.wikidata.org/entity/Q2302213,Лето,1955,фильм-драма,"Лин, Дэвид"
http://www.wikidata.org/entity/Q403442,Весёлые каникулы,2013,триллер,Адриан Грюнберг
http://www.wikidata.org/entity/Q771197,Группировка «Восток»,2013,триллер,"Батманглидж, Зал"
http://www.wikidata.org/entity/Q4331592,Одиночное плавание,1985,боевик,"Туманишвили, Михаил Иосифович"
http://www.wikidata.org/entity/Q1464230,История одного вампира,2010,фэнтезийный фильм,Пауль Вейц
http://www.wikidata.org/entity/Q2247847,Тело и душа,1947,фильм-драма,"Россен, Роберт"
http://www.wikidata.org/entity/Q1144330,Бобро поржаловать,2008,кинокомедия,Данни Бун
http://www.wikidata.org/entity/Q641346,Светлое будущее,1988,криминальный фильм,Джон Ву
http://www.wikidata.org/entity/Q1619161,Чёрный пояс,2007,боевые искусства,"Нагасаки, Сюнъити"
http://www.wikidata.org/entity/Q20747599,Издалека,2016,фильм-драма,Лоренсо Вигас
http://www.wikidata.org/entity/Q666707,Подруга невесты,2004,фильм-драма,Клод Шаброль
http://www.wikidata.org/entity/Q1212650,Пожары (фильм),2010,детективный фильм,Дени Вильнёв
http://www.wikidata.org/entity/Q1198219,Случай (фильм),1981,фильм-драма,Кшиштоф Кесьлёвский
http://www.wikidata.org/entity/Q543727,Мумия,1959,готический фильм ужасов,"Фишер, Теренс"
http://www.wikidata.org/entity/Q991440,Вышибала,2011,кинокомедия,Майкл Даус
http://www.wikidata.org/entity/Q1171640,Вверх по течению,1984,кинокомедия,Роберт Батлер
http://www.wikidata.org/entity/Q1198541,Ледяной ветер,2007,рождественский фильм,Грегори Джейкобс
http://www.wikidata.org/entity/Q1283810,"Один, два, три",1961,кинокомедия,"Уайлдер, Билли"
